persona,pattern,pattern_def,thought,scenario,persona_in_scenario,thought_in_scenario
i grew up on a farm . i'm a veterinarian . i have two nephews . my brother is in the army . running is my way to relax .,Labeling and mislabeling,"A form of overgeneralization; attributing a person's actions to their character instead of to an attribute. Rather than assuming the behaviour to be accidental or otherwise extrinsic, one assigns a label to someone or something that is based on the inferred character of that person or thing.",I didn't run a mile today. I'm so useless at running.,"i grew up on a farm . i'm a veterinarian . i have two nephews . my brother is in the army . running is my way to relax . I find myself reflecting on these traits quite often. I didn't run a mile today. I'm so useless at running. It's strange how sometimes my mind wanders to these odd places, but I guess that's just a part of who I am.",TRUE,TRUE
i love to listen to religious music . i am a middle aged woman . i love my family . i like playing basketball . i don t talk a lot .,Personalization,Personalization is assigning personal blame disproportionate to the level of control a person realistically has in a given situation.,I still do not have a husband. I must make a terrible wife.,"i love to listen to religious music . i am a middle aged woman . i love my family . i like playing basketball . i don t talk a lot . It's something I think about regularly. I still do not have a husband. I must make a terrible wife. These thoughts may seem odd to others, but they've become a familiar part of my daily life.",TRUE,TRUE
i have been to every state except alaska . i love cabins in the woods on the lake . i like to paddle board . i like to visit places around the world .,Jumping to conclusions: Fortune-telling,Predicting outcomes (usually negative) of events.,It's going to get more difficult to travel to Alaska with the way things are going. It's going to be bad weather this year.,"i have been to every state except alaska . i love cabins in the woods on the lake . i like to paddle board . i like to visit places around the world . It's funny how these things come to mind every now and then. It's going to get more difficult to travel to Alaska with the way things are going. It's going to be bad weather this year. It makes me wonder why I think this way, but I've grown used to it.",TRUE,TRUE
i want to teach kids in elementary school . on weekends i like to go hiking . i just graduated college . my major was american literature and education . i live in a big city .,Mental filtering,Filtering distortions occur when an individual dwells only on the negative details of a situation and filters out the positive aspects.,"I just graduated college and finally earned my diploma, but I tripped on stage and looked like an idiot.","i want to teach kids in elementary school . on weekends i like to go hiking . i just graduated college . my major was american literature and education . i live in a big city . I often revisit these ideas. I just graduated college and finally earned my diploma, but I tripped on stage and looked like an idiot. It may not make sense to everyone, but to me, it's just a part of my world.",TRUE,TRUE
i am a technician . i love history . my father was a dry wall finisher . i love to play softball . my mother was an rn .,Overgeneralization,"Someone who overgeneralizes makes faulty generalizations from insufficient evidence. Even if something bad happens only once, it is expected to happen over and over again.",I love to play softball but the last pitch hit me so im too afraid to ever play the sport again.,"i am a technician . i love history . my father was a dry wall finisher . i love to play softball . my mother was an rn . These are the things that run through my mind on quiet days. I love to play softball but the last pitch hit me so im too afraid to ever play the sport again. I've learned to accept these thoughts, even if they're a bit strange.",TRUE,TRUE
"i've one sister . i love dogs , especially labradors . i'm traveling to paris this year for my vacation . i work in the pharmaceutical industry .",Should statements,"Expecting the world to be different than it is, demanding particular achievements or behaviors regardless of the realistic circumstances of the situation.","I have one sister that is mean to me, she should really be thankful I still help her.","i've one sister . i love dogs , especially labradors . i'm traveling to paris this year for my vacation . i work in the pharmaceutical industry . I find myself reflecting on these traits quite often. I have one sister that is mean to me, she should really be thankful I still help her. It's strange how sometimes my mind wanders to these odd places, but I guess that's just a part of who I am.",TRUE,TRUE
my mother is in the hospital . i've a lot of medical bills . i used to be able to run really fast . i've problems chewing my food .,Black-and-white or polarized thinking / All or nothing thinking,"Looking at life in all-or-nothing categories. Either things are a success or a failure; either they are good or bad; there is no in-between, no good enough or partial success.",I can?™t run fast like I used to so I might as well give up on going to my athletics club.,"my mother is in the hospital . i've a lot of medical bills . i used to be able to run really fast . i've problems chewing my food . It's something I think about regularly. I can?™t run fast like I used to so I might as well give up on going to my athletics club. These thoughts may seem odd to others, but they've become a familiar part of my daily life.",TRUE,TRUE
i wear glasses . i am recently divorced . i am a childrens librarian . i've no children of my own . i'm very shy .,Mental filtering,Filtering distortions occur when an individual dwells only on the negative details of a situation and filters out the positive aspects.,My children's book reading day was awful. All the kids loved my storytime except one who said it was boring.,"i wear glasses . i am recently divorced . i am a childrens librarian . i've no children of my own . i'm very shy . It's funny how these things come to mind every now and then. My children's book reading day was awful. All the kids loved my storytime except one who said it was boring. It makes me wonder why I think this way, but I've grown used to it.",TRUE,TRUE
my favorite music is rock and roll . i love to travel . i go to school for business . i enjoy skiing .,Overgeneralization,"Someone who overgeneralizes makes faulty generalizations from insufficient evidence. Even if something bad happens only once, it is expected to happen over and over again.",I broke my leg on the black diamond slope last winter. I am going to end up breaking all my bones if I keep skiing.,"my favorite music is rock and roll . i love to travel . i go to school for business . i enjoy skiing . I often revisit these ideas. I broke my leg on the black diamond slope last winter. I am going to end up breaking all my bones if I keep skiing. It may not make sense to everyone, but to me, it's just a part of my world.",TRUE,TRUE
my favorite band is rise against . my favorite team is the raptors . i usually go to bed late . i like sports . i am studying to be a dentist .,Black-and-white or polarized thinking / All or nothing thinking,"Looking at life in all-or-nothing categories. Either things are a success or a failure; either they are good or bad; there is no in-between, no good enough or partial success.",The raptors made it to the finals but lost in 7 games. This season was a bust.,"my favorite band is rise against . my favorite team is the raptors . i usually go to bed late . i like sports . i am studying to be a dentist . These are the things that run through my mind on quiet days. The raptors made it to the finals but lost in 7 games. This season was a bust. I've learned to accept these thoughts, even if they're a bit strange.",TRUE,TRUE
my father was a cook . he taught me right from wrong . he worked hard . he later became a bartender .,Overgeneralization,"Someone who overgeneralizes makes faulty generalizations from insufficient evidence. Even if something bad happens only once, it is expected to happen over and over again.","My father is just a bartender, we're going to be broke our entire lives.","my father was a cook . he taught me right from wrong . he worked hard . he later became a bartender . I find myself reflecting on these traits quite often. My father is just a bartender, we're going to be broke our entire lives. It's strange how sometimes my mind wanders to these odd places, but I guess that's just a part of who I am.",TRUE,TRUE
i go surfing any chance i get . i earn passive income that no one knows about . i could never be locked down to one partner . my dreams are often bizarre . my favorite band is the muggers .,Jumping to conclusions: mind reading,"Inferring a person's possible or probable (usually negative) thoughts from their behavior and nonverbal communication; taking precautions against the worst suspected case without asking the person.
","People always question how i can afford my surfboards, i bet they think my side hustle is a dealing drugs.","i go surfing any chance i get . i earn passive income that no one knows about . i could never be locked down to one partner . my dreams are often bizarre . my favorite band is the muggers . It's something I think about regularly. People always question how i can afford my surfboards, i bet they think my side hustle is a dealing drugs. These thoughts may seem odd to others, but they've become a familiar part of my daily life.",TRUE,TRUE
i commute by bus . i just started college . i work part time in the campus library . i've 3 science classes .,Overgeneralization,"Someone who overgeneralizes makes faulty generalizations from insufficient evidence. Even if something bad happens only once, it is expected to happen over and over again.",I take the bus right now so I'll probably never have the change to get a car in the future.,"i commute by bus . i just started college . i work part time in the campus library . i've 3 science classes . It's funny how these things come to mind every now and then. I take the bus right now so I'll probably never have the change to get a car in the future. It makes me wonder why I think this way, but I've grown used to it.",TRUE,TRUE
"winter is my favorite season . i do not like wearing a swimsuit . if i cannot order it on the internet , i don't need it . my parents are lawyers .",Jumping to conclusions: mind reading,"Inferring a person's possible or probable (usually negative) thoughts from their behavior and nonverbal communication; taking precautions against the worst suspected case without asking the person.
","I never wear a swimsuit, people must think i think im too fat, i just dont want to show my scars.","winter is my favorite season . i do not like wearing a swimsuit . if i cannot order it on the internet , i don't need it . my parents are lawyers . I often revisit these ideas. I never wear a swimsuit, people must think i think im too fat, i just dont want to show my scars. It may not make sense to everyone, but to me, it's just a part of my world.",TRUE,TRUE
one of my favorite hobbies is gaming . my favorite color is green . i currently work in an office job . i enjoy running .,Overgeneralization,"Someone who overgeneralizes makes faulty generalizations from insufficient evidence. Even if something bad happens only once, it is expected to happen over and over again.",I currently work in an office job and sit all day. I'll never be able to get fit.,"one of my favorite hobbies is gaming . my favorite color is green . i currently work in an office job . i enjoy running . These are the things that run through my mind on quiet days. I currently work in an office job and sit all day. I'll never be able to get fit. I've learned to accept these thoughts, even if they're a bit strange.",TRUE,TRUE
i enjoy running . one of my favorite hobbies is gaming . i enjoy visiting national parks . my favorite color is green . i currently work in an office job .,Jumping to conclusions: Fortune-telling,Predicting outcomes (usually negative) of events.,I enjoy running. but one day I'll get injured to die,"i enjoy running . one of my favorite hobbies is gaming . i enjoy visiting national parks . my favorite color is green . i currently work in an office job . I find myself reflecting on these traits quite often. I enjoy running. but one day I'll get injured to die It's strange how sometimes my mind wanders to these odd places, but I guess that's just a part of who I am.",TRUE,TRUE
i'm primarily a meat eater . i like playing video games . my parents do not know i am gay . welding is my career field .,Overgeneralization,"Someone who overgeneralizes makes faulty generalizations from insufficient evidence. Even if something bad happens only once, it is expected to happen over and over again.","My parents don't know I'm gay, they'll never get to know the real me.","i'm primarily a meat eater . i like playing video games . my parents do not know i am gay . welding is my career field . It's something I think about regularly. My parents don't know I'm gay, they'll never get to know the real me. These thoughts may seem odd to others, but they've become a familiar part of my daily life.",TRUE,TRUE
penn teller are my favorite magicians . my two dogs are the best friends a girl could have . i want to be an astronaut when i grow up . i've a poster of neil tyson degrasse on my wall .,Jumping to conclusions: Fortune-telling,Predicting outcomes (usually negative) of events.,I love my dogs but I think they will soon be hit by a car.,"penn teller are my favorite magicians . my two dogs are the best friends a girl could have . i want to be an astronaut when i grow up . i've a poster of neil tyson degrasse on my wall . It's funny how these things come to mind every now and then. I love my dogs but I think they will soon be hit by a car. It makes me wonder why I think this way, but I've grown used to it.",TRUE,TRUE
my birthplace is spain . i work as a veterinarian . i am a vegetarian . i'm married and have five children . my favorite music is hip hop .,Personalization,Personalization is assigning personal blame disproportionate to the level of control a person realistically has in a given situation.,I had a dog die on my operating table today. It's because I'm not a very good veterinarian.,"my birthplace is spain . i work as a veterinarian . i am a vegetarian . i'm married and have five children . my favorite music is hip hop . I often revisit these ideas. I had a dog die on my operating table today. It's because I'm not a very good veterinarian. It may not make sense to everyone, but to me, it's just a part of my world.",TRUE,TRUE
i love anime . i read a lot . i draw comics . i love role play . i visit comic con .,Jumping to conclusions: Fortune-telling,Predicting outcomes (usually negative) of events.,i love anime but people will think i'm a nerd and won't talk to me.,"i love anime . i read a lot . i draw comics . i love role play . i visit comic con . These are the things that run through my mind on quiet days. i love anime but people will think i'm a nerd and won't talk to me. I've learned to accept these thoughts, even if they're a bit strange.",TRUE,TRUE
my favorite artist is guns and roses . i have a black purse . i like to wear black . i drive a black car .,Jumping to conclusions: Fortune-telling,Predicting outcomes (usually negative) of events.,My favorite artist is guns and roses and no radio stations are ever going to play their music again.,"my favorite artist is guns and roses . i have a black purse . i like to wear black . i drive a black car . I find myself reflecting on these traits quite often. My favorite artist is guns and roses and no radio stations are ever going to play their music again. It's strange how sometimes my mind wanders to these odd places, but I guess that's just a part of who I am.",TRUE,TRUE
i tutor kids in my spare time . i have a personal trainer . i love to ride bikes . i've 3 small dogs . i used to be very religious .,Catastrophizing,"Catastrophizing: Giving greater weight to the worst possible outcome, however unlikely, or experiencing a situation as unbearable or impossible when it is just uncomfortable.","I have a personal trainer, but I'll be unfit forever.","i tutor kids in my spare time . i have a personal trainer . i love to ride bikes . i've 3 small dogs . i used to be very religious . It's something I think about regularly. I have a personal trainer, but I'll be unfit forever. These thoughts may seem odd to others, but they've become a familiar part of my daily life.",TRUE,TRUE
i m a cat person . i ve been divorced for 2 years . my grandmother lives in my guesthouse . i work at the local bank .,Should statements,"Expecting the world to be different than it is, demanding particular achievements or behaviors regardless of the realistic circumstances of the situation.",I should have a new partner by now since my marriage ended 2 whole years ago.,"i m a cat person . i ve been divorced for 2 years . my grandmother lives in my guesthouse . i work at the local bank . It's funny how these things come to mind every now and then. I should have a new partner by now since my marriage ended 2 whole years ago. It makes me wonder why I think this way, but I've grown used to it.",TRUE,TRUE
i'm an only child . i love dancing . i have 3 cats . i dye my hair blonde .,Jumping to conclusions: mind reading,"Inferring a person's possible or probable (usually negative) thoughts from their behavior and nonverbal communication; taking precautions against the worst suspected case without asking the person.
",I'm an only child. My parents probably didn't want to have any children when they saw how bad I was.,"i'm an only child . i love dancing . i have 3 cats . i dye my hair blonde . I often revisit these ideas. I'm an only child. My parents probably didn't want to have any children when they saw how bad I was. It may not make sense to everyone, but to me, it's just a part of my world.",TRUE,TRUE
i've several different breeds of pets . i m always looking for wildlife when i m outside . i enjoy watching animal videos on the internet . i visit animal shelters fairly often .,Jumping to conclusions: Fortune-telling,Predicting outcomes (usually negative) of events.,"I need to go to the animal shelter today but my mom asked me to go visit her first. By the time I go to the animal shelter, it'll be closed and I won't be able to see the animals.","i've several different breeds of pets . i m always looking for wildlife when i m outside . i enjoy watching animal videos on the internet . i visit animal shelters fairly often . These are the things that run through my mind on quiet days. I need to go to the animal shelter today but my mom asked me to go visit her first. By the time I go to the animal shelter, it'll be closed and I won't be able to see the animals. I've learned to accept these thoughts, even if they're a bit strange.",TRUE,TRUE
i used to wear a cape . i love going to the movies . it s one of my favorite hobbies . my parents would take my brother and i when we were little . we liked to pretend we were superheroes .,Jumping to conclusions: Fortune-telling,Predicting outcomes (usually negative) of events.,I love going to the movies. I think all of the future movies will be awful however.,"i used to wear a cape . i love going to the movies . it s one of my favorite hobbies . my parents would take my brother and i when we were little . we liked to pretend we were superheroes . I find myself reflecting on these traits quite often. I love going to the movies. I think all of the future movies will be awful however. It's strange how sometimes my mind wanders to these odd places, but I guess that's just a part of who I am.",TRUE,TRUE
i spend my free time volunteering at nursing homes . my favorite color is red . i like to water ski . i'm tall .,Black-and-white or polarized thinking / All or nothing thinking,"Looking at life in all-or-nothing categories. Either things are a success or a failure; either they are good or bad; there is no in-between, no good enough or partial success.","One of the old lady in the nursing home didn't like me, my volunteer experience is a failure.","i spend my free time volunteering at nursing homes . my favorite color is red . i like to water ski . i'm tall . It's something I think about regularly. One of the old lady in the nursing home didn't like me, my volunteer experience is a failure. These thoughts may seem odd to others, but they've become a familiar part of my daily life.",TRUE,TRUE
i collect stamps . i love the colors yellow and teal . i am a mortician . i want to learn how to fly an airplane .,Labeling and mislabeling,"A form of overgeneralization; attributing a person's actions to their character instead of to an attribute. Rather than assuming the behaviour to be accidental or otherwise extrinsic, one assigns a label to someone or something that is based on the inferred character of that person or thing.",I want to learn to fly but because I see so much death in my life I will probably learn to fly and then die because the plane malfunctions.,"i collect stamps . i love the colors yellow and teal . i am a mortician . i want to learn how to fly an airplane . It's funny how these things come to mind every now and then. I want to learn to fly but because I see so much death in my life I will probably learn to fly and then die because the plane malfunctions. It makes me wonder why I think this way, but I've grown used to it.",TRUE,TRUE
i work in a factory . i'm not social . i don't eat well . i am very unproductive unless it comes to my job .,Catastrophizing,"Catastrophizing: Giving greater weight to the worst possible outcome, however unlikely, or experiencing a situation as unbearable or impossible when it is just uncomfortable.",I don't always eat healthy so I'll probably die soon.,"i work in a factory . i'm not social . i don't eat well . i am very unproductive unless it comes to my job . I often revisit these ideas. I don't always eat healthy so I'll probably die soon. It may not make sense to everyone, but to me, it's just a part of my world.",TRUE,TRUE
"i listen to techno music , exclusively . i'm an anime fan . my job involves building drones . my wardrobe is all band tees .",Black-and-white or polarized thinking / All or nothing thinking,"Looking at life in all-or-nothing categories. Either things are a success or a failure; either they are good or bad; there is no in-between, no good enough or partial success.",I love techno music and every other music sucks.,"i listen to techno music , exclusively . i'm an anime fan . my job involves building drones . my wardrobe is all band tees . These are the things that run through my mind on quiet days. I love techno music and every other music sucks. I've learned to accept these thoughts, even if they're a bit strange.",TRUE,TRUE
some call me a hopeless romantic . i live in my foreign car outside los angeles . i dropped out of college a month ago . i wear my heart on my sleeve .,Overgeneralization,"Someone who overgeneralizes makes faulty generalizations from insufficient evidence. Even if something bad happens only once, it is expected to happen over and over again.",I'm a hopeless romantic. I will never find love.,"some call me a hopeless romantic . i live in my foreign car outside los angeles . i dropped out of college a month ago . i wear my heart on my sleeve . I find myself reflecting on these traits quite often. I'm a hopeless romantic. I will never find love. It's strange how sometimes my mind wanders to these odd places, but I guess that's just a part of who I am.",TRUE,TRUE
i collect stamps . my mom taught me how to play the cello . my favorite color is blue . everyday i go swimming at the y . i love going to concerts on the weekend .,Personalization,Personalization is assigning personal blame disproportionate to the level of control a person realistically has in a given situation.,The weekend concert will be cancelled because I'm looking forward to it.,"i collect stamps . my mom taught me how to play the cello . my favorite color is blue . everyday i go swimming at the y . i love going to concerts on the weekend . It's something I think about regularly. The weekend concert will be cancelled because I'm looking forward to it. These thoughts may seem odd to others, but they've become a familiar part of my daily life.",TRUE,TRUE
my favorite thing to do is to read books on the beach . i'm a vegetarian . i love to surf . i love pandas .,Overgeneralization,"Someone who overgeneralizes makes faulty generalizations from insufficient evidence. Even if something bad happens only once, it is expected to happen over and over again.","I'm a vegetarian. I ate beef once and I got sick because of it, so I'm sure eating any meat would make me sick.","my favorite thing to do is to read books on the beach . i'm a vegetarian . i love to surf . i love pandas . It's funny how these things come to mind every now and then. I'm a vegetarian. I ate beef once and I got sick because of it, so I'm sure eating any meat would make me sick. It makes me wonder why I think this way, but I've grown used to it.",TRUE,TRUE
my favorite thing to do is to read books on the beach . i'm a vegetarian . i love to surf . i love pandas .,Catastrophizing,"Catastrophizing: Giving greater weight to the worst possible outcome, however unlikely, or experiencing a situation as unbearable or impossible when it is just uncomfortable.",I love to surf. One day I will probably be attacked and eaten by a shark.,"my favorite thing to do is to read books on the beach . i'm a vegetarian . i love to surf . i love pandas . I often revisit these ideas. I love to surf. One day I will probably be attacked and eaten by a shark. It may not make sense to everyone, but to me, it's just a part of my world.",TRUE,TRUE
i'm an only child . i love dancing . i have 3 cats . i dye my hair blonde .,Black-and-white or polarized thinking / All or nothing thinking,"Looking at life in all-or-nothing categories. Either things are a success or a failure; either they are good or bad; there is no in-between, no good enough or partial success.",I won?™t ever have a big happy family because I?™m the only child.,"i'm an only child . i love dancing . i have 3 cats . i dye my hair blonde . These are the things that run through my mind on quiet days. I won?™t ever have a big happy family because I?™m the only child. I've learned to accept these thoughts, even if they're a bit strange.",TRUE,TRUE
i work in a factory . i'm not social . i don't eat well . i am very unproductive unless it comes to my job .,Jumping to conclusions: mind reading,"Inferring a person's possible or probable (usually negative) thoughts from their behavior and nonverbal communication; taking precautions against the worst suspected case without asking the person.
",I'm not social because everyone I meet thinks I'm boorish and a snob I bet.,"i work in a factory . i'm not social . i don't eat well . i am very unproductive unless it comes to my job . I find myself reflecting on these traits quite often. I'm not social because everyone I meet thinks I'm boorish and a snob I bet. It's strange how sometimes my mind wanders to these odd places, but I guess that's just a part of who I am.",TRUE,TRUE
i wish i was taller so i could reach the cookie jar . i lay awake at night so i can watch the stars . i want a porsche . i'm often late for class .,Labeling and mislabeling,"A form of overgeneralization; attributing a person's actions to their character instead of to an attribute. Rather than assuming the behaviour to be accidental or otherwise extrinsic, one assigns a label to someone or something that is based on the inferred character of that person or thing.","I was late for class today, I'm such a irresponsible idiot.","i wish i was taller so i could reach the cookie jar . i lay awake at night so i can watch the stars . i want a porsche . i'm often late for class . It's something I think about regularly. I was late for class today, I'm such a irresponsible idiot. These thoughts may seem odd to others, but they've become a familiar part of my daily life.",TRUE,TRUE
my favorite thing to do is watch old movies . i have two children but i am divorced . my mom is the best baker in my family . i am in my second year of medical school .,Overgeneralization,"Someone who overgeneralizes makes faulty generalizations from insufficient evidence. Even if something bad happens only once, it is expected to happen over and over again.","My favorite thing to do is to watch old movies, but nobody else is going to think that is cool.","my favorite thing to do is watch old movies . i have two children but i am divorced . my mom is the best baker in my family . i am in my second year of medical school . It's funny how these things come to mind every now and then. My favorite thing to do is to watch old movies, but nobody else is going to think that is cool. It makes me wonder why I think this way, but I've grown used to it.",TRUE,TRUE
everyday i go swimming at the y . my mom taught me how to play the cello . i collect stamps . my favorite color is blue . i love going to concerts on the weekend .,Personalization,Personalization is assigning personal blame disproportionate to the level of control a person realistically has in a given situation.,"i love going to concerts on the weekend. the last band didn't play an encore, I'm sure it's because I didn't cheer loud enough","everyday i go swimming at the y . my mom taught me how to play the cello . i collect stamps . my favorite color is blue . i love going to concerts on the weekend . I often revisit these ideas. i love going to concerts on the weekend. the last band didn't play an encore, I'm sure it's because I didn't cheer loud enough It may not make sense to everyone, but to me, it's just a part of my world.",TRUE,TRUE
i enjoy cooking but not baking . i like things in organized . i enjoy a good run . i'm a stay at home mom .,Overgeneralization,"Someone who overgeneralizes makes faulty generalizations from insufficient evidence. Even if something bad happens only once, it is expected to happen over and over again.",Once again my kids have failed to keep their toys in their room and instead left them lying all over the living room. They'll never want to clean anything up for themselves.,"i enjoy cooking but not baking . i like things in organized . i enjoy a good run . i'm a stay at home mom . These are the things that run through my mind on quiet days. Once again my kids have failed to keep their toys in their room and instead left them lying all over the living room. They'll never want to clean anything up for themselves. I've learned to accept these thoughts, even if they're a bit strange.",TRUE,TRUE
i've a poodle named nanette . i actually like wearing suits and ties . i work on wall street . i love smooth jazz . i live in new york city .,Labeling and mislabeling,"A form of overgeneralization; attributing a person's actions to their character instead of to an attribute. Rather than assuming the behaviour to be accidental or otherwise extrinsic, one assigns a label to someone or something that is based on the inferred character of that person or thing.",I forgot to pet my poodle today before I left to go work on wall street. I'm the worse dog owner.,"i've a poodle named nanette . i actually like wearing suits and ties . i work on wall street . i love smooth jazz . i live in new york city . I find myself reflecting on these traits quite often. I forgot to pet my poodle today before I left to go work on wall street. I'm the worse dog owner. It's strange how sometimes my mind wanders to these odd places, but I guess that's just a part of who I am.",TRUE,TRUE
i have a son . i like going on walks . i run a small bakery . i love to laugh .,Catastrophizing,"Catastrophizing: Giving greater weight to the worst possible outcome, however unlikely, or experiencing a situation as unbearable or impossible when it is just uncomfortable.","I like to go on walks, I will probably get robbed and killed.","i have a son . i like going on walks . i run a small bakery . i love to laugh . It's something I think about regularly. I like to go on walks, I will probably get robbed and killed. These thoughts may seem odd to others, but they've become a familiar part of my daily life.",TRUE,TRUE
my favorite band is a fine frenzy . i like chicken nuggets . i work at a hotel . i love animals .,Jumping to conclusions: mind reading,"Inferring a person's possible or probable (usually negative) thoughts from their behavior and nonverbal communication; taking precautions against the worst suspected case without asking the person.
","I eat so many chicken nuggets, the people at Popeyes probably think I'm insane.","my favorite band is a fine frenzy . i like chicken nuggets . i work at a hotel . i love animals . It's funny how these things come to mind every now and then. I eat so many chicken nuggets, the people at Popeyes probably think I'm insane. It makes me wonder why I think this way, but I've grown used to it.",TRUE,TRUE
i have went to mexico 4 times this year . i hate mexican food . i like to ski . i like to eat cheetos . my wife doesn't like me anymore .,Overgeneralization,"Someone who overgeneralizes makes faulty generalizations from insufficient evidence. Even if something bad happens only once, it is expected to happen over and over again.",She's probably cheating on me and has plans on moving out.,"i have went to mexico 4 times this year . i hate mexican food . i like to ski . i like to eat cheetos . my wife doesn't like me anymore . I often revisit these ideas. She's probably cheating on me and has plans on moving out. It may not make sense to everyone, but to me, it's just a part of my world.",TRUE,TRUE
i work as an attorney . i enjoy comedies . i'm bald with a thick beard . i wear nice clothes . i exercise often and have nice muscles .,Jumping to conclusions: Fortune-telling,Predicting outcomes (usually negative) of events.,I exercise often and have nice muscles but I'll lose them soon and become very weak.,"i work as an attorney . i enjoy comedies . i'm bald with a thick beard . i wear nice clothes . i exercise often and have nice muscles . These are the things that run through my mind on quiet days. I exercise often and have nice muscles but I'll lose them soon and become very weak. I've learned to accept these thoughts, even if they're a bit strange.",TRUE,TRUE
i have went to mexico 4 times this year . i hate mexican food . i like to ski . i like to eat cheetos . my wife doesn't like me anymore .,Jumping to conclusions: Fortune-telling,Predicting outcomes (usually negative) of events.,"My wife doesn't like me anymore, no girl will ever want me again","i have went to mexico 4 times this year . i hate mexican food . i like to ski . i like to eat cheetos . my wife doesn't like me anymore . I find myself reflecting on these traits quite often. My wife doesn't like me anymore, no girl will ever want me again It's strange how sometimes my mind wanders to these odd places, but I guess that's just a part of who I am.",TRUE,TRUE
"my parents are science deniers , but un religious . i work at my community garden center , and volunteer at the animal shelter . i am wiccan , but haven t told them . i don t believe any a .",Catastrophizing,"Catastrophizing: Giving greater weight to the worst possible outcome, however unlikely, or experiencing a situation as unbearable or impossible when it is just uncomfortable.",My parents are science deniers.  They will refuse medical treatment and die.,"my parents are science deniers , but un religious . i work at my community garden center , and volunteer at the animal shelter . i am wiccan , but haven t told them . i don t believe any a . It's something I think about regularly. My parents are science deniers.  They will refuse medical treatment and die. These thoughts may seem odd to others, but they've become a familiar part of my daily life.",TRUE,TRUE
"i love hiking and staying fit . i work as a personal trainer , 5 days a week . my name is dave . i go fishing on the weekends to relax . i live in las vegas , nevada .",Labeling and mislabeling,"A form of overgeneralization; attributing a person's actions to their character instead of to an attribute. Rather than assuming the behaviour to be accidental or otherwise extrinsic, one assigns a label to someone or something that is based on the inferred character of that person or thing.","Being a personal trianer can be rewarding. I don't have any clients yet, so I'm just terrible at my job.","i love hiking and staying fit . i work as a personal trainer , 5 days a week . my name is dave . i go fishing on the weekends to relax . i live in las vegas , nevada . It's funny how these things come to mind every now and then. Being a personal trianer can be rewarding. I don't have any clients yet, so I'm just terrible at my job. It makes me wonder why I think this way, but I've grown used to it.",TRUE,TRUE
my mother was a nurse . i have a cat . i like to be alone . i wait tables at a cafe . i love to sew .,Labeling and mislabeling,"A form of overgeneralization; attributing a person's actions to their character instead of to an attribute. Rather than assuming the behaviour to be accidental or otherwise extrinsic, one assigns a label to someone or something that is based on the inferred character of that person or thing.",At work today I missed serving a table because I didn't know they were assigned to my section. I am such a terrible server.,"my mother was a nurse . i have a cat . i like to be alone . i wait tables at a cafe . i love to sew . I often revisit these ideas. At work today I missed serving a table because I didn't know they were assigned to my section. I am such a terrible server. It may not make sense to everyone, but to me, it's just a part of my world.",TRUE,TRUE
i like eating healthy foods . i like sleeping in . i sometimes wonder why i am not married . i have brown hair .,Jumping to conclusions: Fortune-telling,Predicting outcomes (usually negative) of events.,I wonder why I am not married yet? It has to be that no girl wants me,"i like eating healthy foods . i like sleeping in . i sometimes wonder why i am not married . i have brown hair . These are the things that run through my mind on quiet days. I wonder why I am not married yet? It has to be that no girl wants me I've learned to accept these thoughts, even if they're a bit strange.",TRUE,TRUE
i want to move to london when i get older . i work for nike as an accountant . i love soccer . i have 3 brothers . i like to invest in the stock market .,Jumping to conclusions: mind reading,"Inferring a person's possible or probable (usually negative) thoughts from their behavior and nonverbal communication; taking precautions against the worst suspected case without asking the person.
","I work for Nike as an accountant, I bet people think I make a lot of money and get free clothe and shoes.","i want to move to london when i get older . i work for nike as an accountant . i love soccer . i have 3 brothers . i like to invest in the stock market . I find myself reflecting on these traits quite often. I work for Nike as an accountant, I bet people think I make a lot of money and get free clothe and shoes. It's strange how sometimes my mind wanders to these odd places, but I guess that's just a part of who I am.",TRUE,TRUE
i usually catch sunfish . i can t eat them but they re pretty . i like fishing . i drink beers and go to the creek . i m a simple man .,Overgeneralization,"Someone who overgeneralizes makes faulty generalizations from insufficient evidence. Even if something bad happens only once, it is expected to happen over and over again.","I never caught any fish today, I'll probably never catch a single fish ever again.","i usually catch sunfish . i can t eat them but they re pretty . i like fishing . i drink beers and go to the creek . i m a simple man . It's something I think about regularly. I never caught any fish today, I'll probably never catch a single fish ever again. These thoughts may seem odd to others, but they've become a familiar part of my daily life.",TRUE,TRUE
i like to go for bike rides . i like to skateboard . i like the guitar . i'm a vegan . i like music .,Mental filtering,Filtering distortions occur when an individual dwells only on the negative details of a situation and filters out the positive aspects.,On my latest bike ride I had a great time except for I got bit by a mosquito and ruined my ride.,"i like to go for bike rides . i like to skateboard . i like the guitar . i'm a vegan . i like music . It's funny how these things come to mind every now and then. On my latest bike ride I had a great time except for I got bit by a mosquito and ruined my ride. It makes me wonder why I think this way, but I've grown used to it.",TRUE,TRUE
i love to listen to religious music . i am a middle aged woman . i love my family . i like playing basketball . i don t talk a lot .,Black-and-white or polarized thinking / All or nothing thinking,"Looking at life in all-or-nothing categories. Either things are a success or a failure; either they are good or bad; there is no in-between, no good enough or partial success.","I missed one song on the radio, my music time was ruined.","i love to listen to religious music . i am a middle aged woman . i love my family . i like playing basketball . i don t talk a lot . I often revisit these ideas. I missed one song on the radio, my music time was ruined. It may not make sense to everyone, but to me, it's just a part of my world.",TRUE,TRUE
