Num,Scenario,Thought,Label
6487,"I can't pay the rent, and the landlord asks I to move out immediately.",I'm so old and I haven't bought a house yet. Everyone is laughing at my incompetence.,Mind Reading
6488,I are pushed to the point of explosion by Ir family's cold violence and become uncontrollably hysterical.,My mother saw me screaming and said nothing. They probably thought I brought shame to them and that I was not worthy of being their child.,Mind Reading
6489,"I see others hanging out together on the weekends, but no one invites I to hang out.","Tonight, someone from my past, who I once thought was a friend but turned out not to be, hurt me.",Overgeneralization
6490,I are talking to someone and their cell phone rings but they don't pick up.,The way he handled things made me think too much. It was really troublesome to be in a relationship with him.,Emotional Reasoning
6491,I got a cramp while swimming and feel a little sad.,"It seems I have to learn my lesson and warm up well before swimming next time, otherwise it will be very dangerous!",No Distortion
6492,I and Ir roommate have been having frequent conflicts lately.,"It's better to talk it out than to keep it in your heart. Next time we encounter this problem, we will pay more attention to it.",No Distortion
6493,"I had a big fight with Ir parents, and they were very sad afterwards, and I felt very guilty.",It’s better for me to be alone from now on. They don’t understand my pain.,Mind Reading
6494,"A friend asks I out for dinner, but I already have an appointment.","Time coordination is ridiculously difficult, and it is impossible to satisfy everyone.",No Distortion
6495,"I made a vow when I was Ing that I would have a successful career and a happy family. But when I grew up, I found that I had to work overtime even if I earned 3k a month. I had to pay rent and living expenses every month, and my savings were very little.","This is all the ability I have, and it’s my fate if I can’t make more money.",Fortune-telling
6496,Ir lover passed away unexpectedly some time ago.,"Rather than living and suffering from the disease, maybe it would be better for her to be relieved earlier. I want to live a good life with our child.",No Distortion
6497,"Ir superior has assigned I a workload that far exceeds Ir expectations, and I feel too tired.","I am so tired. I am useless. No one else complains, but I am the only one who cannot do it. It must be because I am incompetent and work slowly that I seem to be more useless.",Personalization
6498,Ir parents are dissatisfied with I because I have not met their expectations.,I can't meet my parents' expectations. I am a failure. My life is full of darkness. I can't do anything well.,All-or-nothing thinking
6499,"I are preparing for the postgraduate entrance examination, I are under a lot of pressure and I are very worried.","People like me are not good at studying. The postgraduate entrance examination is so difficult, and I still worry about it every day. I will definitely not succeed.",Overgeneralization
6500,"I recently broke a bone, and every time I have to ask Ir friends to accompany I downstairs and take I to class.","I always bother him, he must be fed up with me",Mind Reading
6501,"When watching movies, I found that most people with fierce looks are villains.","It seems that I, who looks fierce, will have a hard time gaining a foothold in this society.",Emotional Reasoning
6502,"I remarried, and Ir two stepchildren refused to call I ""Dad"", saying that I were not their father at all and refused to be disciplined by him.",There is no way the children will accept me. Their attitude is so clear. All my life after marriage will be about serving these two little ancestors. What's the point of getting married? Let's just break up as soon as possible.,Fortune-telling
6503,"For the past month or two, I have woken up with back pain at least once a week.",My wife was away for New Years: I couldn’t stop my anxiety and depression from trying to ruin our evening.,Emotional Reasoning
6504,"Ir colleague joined the company in the same year, and I feel that she always likes to put I down","She is really amazing, hardworking and talented. I feel like no matter how hard I try, it will be difficult for me to reach her level.",No Distortion
6505,"I take the initiative to say hello, but new classmates just respond indifferently.",Did I do something wrong to make him hate me? I don't know what to do,Personalization
6506,The review materials I prepared do not correspond to the exam at all.,It's so annoying. What's the point of preparing? It's useless to review it anyway. I won't study seriously anymore. Studying is a scam and we are all victims.,All-or-nothing thinking
6507,"I recently stayed out all night, and Ir father talked to I, and his words were somewhat excited and angry.","I am obviously an adult, but my father is still worried about me, as if I were a child who would never grow up. When will they be able to feel at ease with me?",No Distortion
6508,"I studied hard, expecting to do well on the test, but I just barely passed.","My life is always denying me, it's pulling my ears and yelling at me: ""Everything you do is meaningless""",Overgeneralization
6509,"I eat with Ir friend every day, and suddenly one day she doesn't come to eat with I.",How can I have the mood to eat if he doesn't come to see me?,Emotional Reasoning
6510,"Ir superior has assigned I a workload that far exceeds Ir expectations, and I feel too tired.","Xiao Shuai is always rushing to go on business trips, he must want to see me embarrassed because I can't finish my work because of his extra work.",Mind Reading
6511,People around I say that I are difficult to get along with.,"I have always been unpopular. I am withdrawn and cold. When I want to express my kindness, I always fail to express it. Others always stay away from me. I have no choice.",Labeling
6512,"I are full of interest in various campus activities, but I are also worried about failure.","If I don’t even dare to participate in an activity, I will definitely achieve nothing in the future, won’t be able to find a job, and will be poor all my life.",Overgeneralization
6513,One time I hear Ir boyfriend or girlfriend chatting with their best friend of the opposite sex.,He would rather chat with his girlfriend than with me. What's the meaning and value of my life?,Overgeneralization
6514,Frequent overtime work makes I feel too uncomfortable.,"Overtime is something that every young person has to deal with, but I just can't accept it. Am I a person who can't fit into this society? Is there something in my life before that I can't accept?",Labeling
6515,"I have a friend I've been with for two years, and now he hasn't been in touch with I in the last few weeks.",I've been busy with work recently and haven't paid much attention to her. I feel a little sorry for this friend.,No Distortion
6516,I suddenly find Irself in a situation where Ir home has been robbed.,"No one wants to be invaded by a thief, but now that it has happened, you should cooperate with the police to catch the thief.",No Distortion
6517,The investment failed and I lost my savings,All this money is gone. I will be poor for the rest of my life.,All-or-nothing thinking
6518,"In the heavy traffic, a car passed us.",I felt that the car owners around me were all looking at me. They must be thinking that I was a weak person because I was indifferent when being overtaken. I felt so ashamed.,Mind Reading
6519,I have been having insomnia lately.,"I feel tired every day due to lack of sleep, and the world I live in seems boring.",All-or-nothing thinking
6520,"I recently broke a bone, and every time I have to ask Ir friends to accompany I downstairs and take I to class.","Life is always so difficult, everything is hindering me, there is nothing in this world worth staying for",Personalization
6521,"I dream of marrying a prince charming, but in the end I only marry a husband I don’t like.","As soon as I expressed this idea, I would definitely be met with his contempt and ridicule.",Fortune-telling
6522,I have been having insomnia lately.,"None of my friends suffer from insomnia, but I am the only one who suffers from insomnia. I am just a person with poor health.",Labeling
6523,I have had a poor appetite recently. I can't eat anything and feel like I have a poor appetite.,I am a weak and incompetent person. This is all just psychological.,Labeling
6524,"I had a big fight with Ir parents, and they were very sad afterwards, and I felt very guilty.","I am a waste who only makes my parents angry, and I will never be able to make up for the harm they have caused me in my entire life.",Overgeneralization
6525,"My parents are almost 60 years old. They have been working in the fields for many years and are sick. Recently, they often say they are very tired.",Being my parent is so tiring. I am useless and can't succeed in anything.,Labeling
6526,"I eat with Ir friend every day, and suddenly one day she doesn't come to eat with I.","Her friend doesn't want to have dinner with me anymore. From now on, all my friends will look for other people and abandon me. I am just not liked by everyone.",Overgeneralization
6527,I sent the wrong document to the teacher.,I'm so careless that I can even make a mistake when sending a file. Will the teacher silently make a note of it for me?,Fortune-telling
6528,I have been diagnosed with a brain tumor and feel confused and scared.,"I had a tumor in my brain, it was over, the sky was falling, my wonderful life was over. My life was over.",All-or-nothing thinking
6529,"While walking on the road, a stray dog rushes up and bites I.","The dog bit me, and I thought it was God's punishment for me for doing something wrong, and I was the one being punished.",Personalization
6530,"Ir roommate goes out to study early every day, and I feel very stressed.","It’s hard for me to catch up with my roommates, but I’ll continue studying for the sake of my family.",No Distortion
6531,"Ir superior has assigned I a workload that far exceeds Ir expectations, and I feel too tired.",He probably assigned me so much work just to make me unable to bear it and then make it easier for him to take advantage of me!,Fortune-telling
6532,"A friend asks I out for dinner, but I already have an appointment.","My friend must be extremely disappointed in me, she must never want to talk to me again",Fortune-telling
6533,I joined a club but didn't make any friends or acquaintances.,"I failed to attend club activities and refused the minister's request, and their alienation might be a punishment for my irresponsibility.",Personalization
6534,"When I discipline Ir children, they begin to talk back, express their opinions, or even openly oppose I.","I was really angry that they actually talked back to me like this. It was really disrespectful to their elders. But it was also a kind of growth, and I was a little relieved. I must let them pay attention next time.",No Distortion
6535,"My mother and I discussed future plans. She mentioned many plans and expressed her concerns about the current situation, but I didn’t agree with some of them.",I’m so tired. I really need to plan my life well.,No Distortion
6536,I just remembered the document Ir boss asked for yesterday and are preparing to send it to him today.,"Maybe I made a mistake unintentionally. Although it’s not a big deal, the feeling of being misunderstood makes me uncomfortable.",No Distortion
6537,I and Ir roommate have been having frequent conflicts lately.,I can't even do something as simple as getting along well with my roommates. I don't know what use I am.,Labeling
6538,I discover that I are not Ir parents' biological child.,"After living together for so many years, now I am told that we have no blood relationship at all. This makes my world collapse in an instant.",All-or-nothing thinking
6539,I have always lived in a family with relatively poor economic conditions and Ir parents do not have a high income.,My parents have done their best. I will work harder to get a better salary to support my family.,No Distortion
6540,"Ir roommate has a very different schedule from I, and I feel annoyed",Damn it for sleeping so late and disturbing others. Damn it for all the people who sleep late in the world.,Fortune-telling
6541,"I are about to face the issue of promotion, but the company refuses to give I a promotion.","Everyone will look down on me. I was so successful in the past, but I feel like everyone is laughing at me.",Mind Reading
6542,"I see others hanging out together on the weekends, but no one invites I to hang out.","They are unreasonable and keep urging me all the time. My head is about to explode. I am so annoyed, anxious, anxious, and wish they could just leave me alone.",Emotional Reasoning
6543,"I forgot to bring Ir homework, so the teacher punished I by making I go to the back of the class.",I am not a good student. I even forget to bring my homework.,Labeling
6544,"When someone says I look unhappy, it's as if they owe I money.",My complexion is indeed very bad. Who told me that I have always been a pessimistic person?,Labeling
6545,"I made an investment, spent part of Ir money, and the investment failed.",My first investment failed. Next time I will understand the market conditions before taking any action.,No Distortion
6546,"My parents are almost 60 years old. They have been working in the fields for many years and are sick. Recently, they often say they are very tired.","If I can't support my parents and give them a good life, then I am a failure and I should try harder. I will never be able to meet their expectations.",Overgeneralization
6547,I have a friend I've been with for two years who hasn't been in touch with I in the last few weeks.,"It's so hard to be friends with him. I can only digest her bad mood every time. Finally, I have some free time.",Overgeneralization
6548,The investment failed and I lost my savings,"All my savings were gone, which meant that the stability of my life would collapse. I would have to live the rest of my life like a leaf in the wind. My life was all lost.",All-or-nothing thinking
6549,"I are talking to someone and their cell phone rings, but they don't pick up.",Hmm? The phone is ringing? It's ok if it's not mine. Let's get on with our business. Let's get it over with quickly.,No Distortion
6550,I joined a club but didn't make any friends or acquaintances.,I didn't expect that I would actually encounter such a situation. I was so disappointed. It turned out that the society is a place where cliques and factions are formed.,Overgeneralization
6551,Ir colleagues or leaders have added new tasks to I.,I'm so upset. It's absolutely impossible to make any progress on this job.,Emotional Reasoning
6552,I joined a club but didn't make any friends or acquaintances.,"My joining has made the atmosphere of the whole club weird. If it weren't for me, everyone would get along better.",Personalization
6553,"Because of nervousness, fear or other reasons, I are incoherent when communicating with colleagues or leaders.",I feel so scared and nervous every time I talk to them. I might as well never talk to them again.,Emotional Reasoning
6554,"I recently wanted to see Ir graduation photo, but I couldn't find it.",I felt very sad. All my important memories were gone. I broke down and cried on the ground. I thought my youth was gone too and the world had collapsed.,All-or-nothing thinking
6555,I have been having insomnia lately.,Who hasn’t had insomnia at some point? I’m actually pretty good at working at night because that’s actually my standard sleep pattern.,No Distortion
6556,"Ir colleague joined the company in the same year, and I feel that she always likes to put I down",Did my boss embarrass her by giving me the job opportunity last time? That’s why she is taking revenge on me. I really shouldn’t have accepted my boss’ kindness.,Mind Reading
6557,Recently I feel that Ir height is not ideal.,I am what they call a sissy. I am not strong or tall enough. I can't protect the people around me.,Labeling
6558,"I are full of interest in various campus activities, but I are also worried about failure.","If I fail, everyone will laugh at me, so I'd better not try.",Fortune-telling
6559,It’s frustrating that Ir parents are pushing I to get married and have kids.,"How could anyone be willing to marry me, a person like me who has no merits at all?",Overgeneralization
6560,"My parents are almost 60 years old. They have been working in the fields for many years and are sick. Recently, they often say they are very tired.",I am the incompetent person who cannot provide a comfortable life for my parents and can only cause trouble for them.,Labeling
6561,"Ir colleague joined the company in the same year, and I feel that she always likes to put I down","She has suppressed me so much, but no one stood up to help me. There is no kind person in the company. Everyone is selfish and likes to laugh at others.",Overgeneralization
6562,"The project is about to be delivered, and I can’t stop thinking about work after get off work.",How can I do my job well in this state? I will not be able to deliver my project smoothly.,Fortune-telling
6563,"In the heavy traffic, a car passed us.",That driver is really uncultured. He might even turn the tables on me. He must be cursing me for driving too slowly and not knowing how to drive. I haven't even scolded him yet.,Mind Reading
6564,"I made an investment, spent part of Ir money, and the investment failed.","I am a fool. Everyone around me is making money, but I am losing money.",Labeling
6565,"I recently broke a bone, and every time I have to ask Ir friends to accompany I downstairs and take I to class.",I love all my friends why are they all so cute and funny and super adorable,No Distortion
6566,"I made an investment, spent part of Ir money, and the investment failed.","Investing is too difficult. Even if I learn it, it will be too late.",Overgeneralization
6567,I are very fat and very plump.,It must be because I’m too fat that no one likes me. I’m just a fat pig and no one likes me.,Fortune-telling
6568,I are pushed to the point of explosion by Ir family's cold violence and become uncontrollably hysterical.,"I really don’t want this to happen. I also want to share my daily life happily with my parents every day, instead of sitting in silence with each other.",No Distortion
6569,"Unfortunately, I've been feeling very uncomfortable lately, but the specific illness hasn't been identified yet.","Sometimes it is so hard that I would like to die, to be free from the disease and not have to face my life which is messed up by the disease.",No Distortion
6570,Ir boyfriend calls I and says he needs more space.,He must not love me anymore. He never said such things before. Could he have cheated on me?,Mind Reading
6571,"Unfortunately, I've been feeling very uncomfortable lately, but the specific illness hasn't been identified yet.","The injury has left me breathless with pain, and the inability to move is really too hard to bear. I just hope I can get better soon.",Emotional Reasoning
6572,I bought a bag of duck necks and Ir throat got stuck while eating them.,It turns out this can also be dangerous. I have to be more careful next time and not make the same mistake again.,No Distortion
6573,I are very fat and very plump.,I was so fat that I encountered obstacles everywhere. My life was completely ruined because of obesity.,Overgeneralization
6574,Ir parents interfere too much in Ir life and often ask I about what I have been doing recently.,My neighbors all think that I’m a real worry and they’re really annoying me!,Mind Reading
6575,"I forgot to bring Ir homework, so the teacher punished I by making I go to the back of the class.",Every failure makes you wiser. Remember to bring your homework next time.,No Distortion
6576,A complex experiment was completed but the data is abnormal,"I spent so much time on it, but failed in the end. I might as well go home and rest and never do it again.",Emotional Reasoning
6577,I are a doctor and a patient comes to make trouble.,"The patients must hate me so much, they must want to kill me to get revenge",Mind Reading
6578,I suddenly find Irself in a situation where Ir home has been robbed.,I feel heartbroken. Why is this world so unfair to my family? Is God blind?,Emotional Reasoning
6579,Ir lover passed away unexpectedly some time ago.,"I know that although he has left me physically, he must hope that I am well. I must take care of myself and live a good life with his share.",No Distortion
6580,"The company I worked for previously went bankrupt due to poor performance, so I have been out of work for half a year.","No matter where I go, there always seems to be trouble waiting for me. I don’t know if this is the company culture, and I find it unbearable.",Overgeneralization
6581,Ir roommate is chatting with I and I disagree with her opinion.,How could you possibly think this way about this matter? Such thoughts are so selfish and cold. So you are such a person. I misjudged you.,Labeling
6582,"As a lawyer, I lose the case.","If I fail to live up to my clients' expectations of me, I will be a failed lawyer.",Labeling
6583,Ir colleague just takes the credit for something I worked so hard on.,I was deceived by him. Why did he do this?,No Distortion
6584,I find that Ir roommate seems to be competing with I secretly.,"She is so childish, she must have nothing to do.",No Distortion
6585,"I feel that studying is a bit difficult recently, and writing the paper is giving I a headache. The teacher has contacted I several times about the paper.","Every time I write a paper, my teacher criticizes me. This kind of work will never be solved.",Overgeneralization
6586,Today I find that Ir car suddenly won't start.,I'm really sad. Why is the world treating my car like this? Is God blind?,Emotional Reasoning
6587,"I just got promoted recently, but I'm afraid I'm not up to the task.","Others will not approve of me, they will report me and I will be demoted.",Mind Reading
6588,"My daughter went out at night recently and didn't come back home at night, and she didn't call I.","I am very strong in my life, so it is normal that she doesn't tell me where she is going.",No Distortion
6589,I have been diagnosed with a brain tumor and feel confused and scared.,What's the difference between having this disease and dying? It's better to just die.,All-or-nothing thinking
6590,A complex experiment was completed but the data is abnormal,"I tried it many times, but the problem still occurred in that area. This troublesome experiment was endless.",Emotional Reasoning
6591,I find out that I didn’t save the PPT I worked so hard on.,"Quickly check to see if it is really not saved. Make sure it is really gone. Even if my blood pressure soars to 500 today, it is gone and cannot be recovered. It is better to hurry up and make another copy. Let me see how much faster the redo will be. It should be done in a while.",No Distortion
6592,I discover that I are not Ir parents' biological child.,"No one will be nice to me, nothing good will ever happen to me, and I will never be happy.",Overgeneralization
6593,"We agreed to go out and play together, but I were stood up.","He must have gone out with other people. As my boyfriend, he must have betrayed me. Dating is really scary. No man is a good thing.",Overgeneralization
6594,"The hotel I booked tells I that it is full, so it is obvious that I did not get a reservation.","I had brought this upon myself, because I wasn't motivated enough and that was why life was so difficult. I was punishing myself, as if all the problems were my fault.",Personalization
6595,"When I work with Ir colleagues, I feel that Ir burden is heavier and theirs is lighter.","If the workload is so unevenly distributed, this company will definitely fail.",Overgeneralization
6596,"I've always thought I were the best employee in the company, but I hear Ir boss doesn't think so.","All leaders are the same, they specifically look for opportunities to suppress us small employees. Their purpose is to make our lives miserable!",Overgeneralization
6597,Someone bullies I and says I are an unimportant person.,"Don't care about what others say, just be yourself",No Distortion
6598,"The project is about to be delivered, and I can’t stop thinking about work after get off work.","There is no end to the variety of things going on, and work is so painful.",Labeling
6599,"It’s Chinese New Year, and at the New Year’s Eve dinner, people of Ir generation are performing their talents, but I can only eat in silence.",Everyone has their own strengths and it doesn’t affect me.,No Distortion
6600,I have been having insomnia lately.,"If I hadn't been so stressed out at work, I wouldn't have been unable to sleep all night. Work is painful, not only depriving people of daytime time but also depriving them of sleep.",Overgeneralization
6601,"Ir roommate goes out to study early every day, and I feel very stressed.",My roommate goes out to study every day without me. He is so selfish that he studies secretly behind my back. He is such a stingy person.,Labeling
6602,I feel sad because Ir boss has decided to reduce the salaries of all of Ir employees.,"Oh my god, it must be because I failed to reach an agreement on the project I was negotiating some time ago that the company's economic benefits have deteriorated. It's all my fault. If I had been more compromising and not been so confrontational, Party A would have definitely given the project to us. It's all my fault. If I had reached an agreement, everyone's life would have been better.",Personalization
6603,"I had an argument with Ir best friend, neither of I gave in and both expressed the desire to break up.",There must be some misunderstanding between us. I should actively communicate.,No Distortion
6604,I discover that I are not Ir parents' biological child.,"No wonder I feel weird with my parents. Sure enough, they won’t treat me well if they are not their biological children.",Mind Reading
6605,"Ir colleague joined the company in the same year, and I feel that she always likes to put I down",Xiaoli wants to be better than me in everything. Does she think she is naturally superior?,Mind Reading
6606,"I had an argument with Ir best friend, neither of I gave in and both expressed the desire to break up.",Maybe he chose to end things with me because I had made too many mistakes and these were the consequences I had to face.,Personalization
6607,The takeaway order was stolen.,"The person who stole the takeaway must have thought that with so many people picking up takeaways, who would know whose food belonged to whom?",No Distortion
6608,Ir boyfriend calls I and says he needs more space.,"He wants his own space because I'm not considerate enough. I'm so sorry, I'm not good enough for you.",Personalization
6609,"I recently stayed out all night, and Ir father talked to I, and his words were somewhat excited and angry.",I always have arguments with my father. I just don’t understand what I can do to satisfy him. I can’t understand him.,Emotional Reasoning
6610,"I feel hungry while walking on the street, but there is no restaurant around.",I should have put some snacks in my bag. I was not fully prepared. Such irresponsible behavior is really disappointing!,Personalization
6611,"When I are ready to leave home, Ir mother falls seriously ill. Something always happens at home that makes I afraid to leave home and go out to make a living.","Every time I want to leave home, something big or small happens. I am destined to be unable to leave this city and cannot leave my family.",Overgeneralization
6612,"The weather forecast says it will be sunny tomorrow, but when I go out it starts to rain.","I want to go back and get an umbrella, but my time is estimated, and rain is not in my plan. I will not be happy all day.",Emotional Reasoning
6613,"Today Ir boss said that he would lower Ir salary, and Ir salary has dropped a lot.",I'll just live my whole life in poverty.,Emotional Reasoning
6614,"If I fail to complete Ir research project or publish an article, Ir teacher will criticize I.",I am a liar and a loser and I have no life now.,Labeling
6615,I have been very busy with work recently and have neglected the care of Ir children. I feel that I lack companionship with Ir children.,"Hey, I haven't been back to accompany my child for a long time. He won't blame me, I'm just too busy with work. I can't do anything about it. I really feel sorry for my child for not being able to accompany him properly.",No Distortion
6616,I ate a lot of high-calorie foods but still couldn't lose weight.,I am just a gluttonous pig. I have no self-control and yet I still want to lose weight. I really despise myself.,Labeling
6617,The war in Afghanistan caused Ir stocks to dive,I regret it so much. This is more painful than killing myself. I am the unfortunate person.,Labeling
6618,"The husband thinks his wife is wasting money by buying clothes every week, and the wife thinks her husband gives too much money to his family.",She only knows how to buy clothes every day. I must save some money secretly in my hometown. This family will definitely be ruined by her.,Fortune-telling
6619,I discover that I are not Ir parents' biological child.,"I am not their biological child but they are still so nice to me. However, I quarrel with them again and again. I am such an ungrateful person.",Labeling
6620,"I made a vow when I was Ing that I would have a successful career and a happy family. But when I grew up, I found that I had to work overtime even if I earned 3k a month. I had to pay rent and living expenses every month, and my savings were very little.","My work ability is too poor, so I was hired by such a bad company.",Personalization
6621,"If I suddenly wake up at three in the morning and still feel very sleepy, Ir work tomorrow may be affected.",Let me sleep a little longer and survive on coffee tomorrow morning.,No Distortion
6622,"Unfortunately, I've been feeling very uncomfortable lately, but the specific illness hasn't been identified yet.","Depression and loneliness seemed to be my shadow, and I couldn't help but ask myself if there was something I had neglected in my life that led to these feelings.",Personalization
6623,I recently found the mistress’s WeChat in Ir father’s phone.,My father's behavior completely destroyed my beautiful fantasy of home. I began to distrust everyone and believed that all good things would always leave me.,Overgeneralization
6624,"Ir grades are very poor. Although I study very hard, the results are still not ideal.","I'm very sad. After all, I tried hard, but I'm still disappointed if I didn't get the result I wanted.",No Distortion
6625,"The husband thinks his wife is wasting money by buying clothes every week, and the wife thinks her husband gives too much money to his family.","As long as the clothes are wearable, you don't need to buy too much, but it's normal to give the elderly a little more money.",No Distortion
6626,"I want to have a grand wedding ceremony, but find that I don't have the money to pay the bride price.","I am just a useless person who has accomplished nothing. I can't make a lot of money, and I can't give my lover a happy family. My life is completely worthless and useless!",All-or-nothing thinking
6627,"Unfortunately, I have been diagnosed with a mental illness.",Everyone has the right to express their views on the world. These doctors diagnosed me with a mental illness because my views on the world were inconsistent with others.,Mind Reading
6628,"I woke up in the morning and wanted to sleep a little longer, but when I woke up I found that I was late.","I am always the loser, and if I wake up in the morning and feel good, then something is bound to happen and I am back to square one.",Fortune-telling
6629,The takeaway order was stolen.,"The probability of having my takeaway food stolen is so small, but it still happened to me. I am so unlucky. I always have bad luck when something uncertain happens.",Overgeneralization
6630,"When Ir menstrual period comes, I feel dysmenorrhea.",The pain during my period is so severe that I don't want to do anything. I am such a complete loser.,Labeling
6631,"I have been in contact with Ir family less often, only sending text messages.","The family’s financial situation is relatively poor, and their mobile phones cannot support video calls, so they can only send text messages.",No Distortion
6632,Ir parents interfere too much in Ir life and often ask I about what I have been doing recently.,I am an extremely selfish person. How come I can't even share my life with my parents?,Labeling
6633,"I made a vow when I was Ing that I would have a successful career and a happy family. But when I grew up, I found that I had to work overtime even if I earned 3k a month. I had to pay rent and living expenses every month, and my savings were very little.","Also can't find any motivation to do schoolwork, or anything in general, I think I'm on the verge of failing in my courses.",Overgeneralization
6634,I are pushed to the point of explosion by Ir family's cold violence and become uncontrollably hysterical.,"Do they dislike me? Then why did they give birth to me? If they hate me so much, they might as well kill me.",Emotional Reasoning
6635,"I recently stayed out all night, and Ir father talked to I, and his words were somewhat excited and angry.","I only feel valuable when my father is not angry with me, otherwise I am a useless existence.",All-or-nothing thinking
6636,"I remarried, and Ir two stepchildren refused to call I ""Dad"", saying that I were not their father at all and refused to be disciplined by him.","The children are very opinionated. There is nothing wrong with their persistence, and it is okay for them to call me uncle. They just need to understand right from wrong, good from evil, and I need to use a different method to guide them.",No Distortion
6637,"I try to comfort Ir friend, but he gets angrier.","I'm of no help to her, and she'll be fed up with me if I keep talking",Fortune-telling
6638,I bought a bag of duck necks and Ir throat got stuck while eating them.,"Damn, my throat hurts so bad every time I swallow, I guess that's what I'm fasting for",Personalization
6639,"All Ir classmates have gone out and I are alone in the classroom, feeling a little lonely.","I have a really bad relationship with people. No one wants to be friends with me, and no one wants to play games with me.",Overgeneralization
6640,I find out that I didn’t save the PPT I worked so hard on.,"Don't worry, there's always a chance to try again. It's okay, just try again.",No Distortion
6641,I have always lived in a family with relatively poor economic conditions and Ir parents do not have a high income.,"I can't even get the most basic material needs, how can I talk about spiritual pursuits? I am such a loser",All-or-nothing thinking
6642,I joined a club but didn't make any friends or acquaintances.,"Wow, it’s great to be in a club where I don’t know anyone. I can let myself go without worrying about being discovered by acquaintances!",No Distortion
6643,"The company I worked for previously went bankrupt due to poor performance, so I have been out of work for half a year.","Without a job, what else can I do? I can only eat, drink and wait for death. I can't do anything else.",All-or-nothing thinking
6644,"During the COVID-19 pandemic, as a medical worker, I need to work overtime without pay","They all stand on the highest moral ground, using the words ""angels in white"" to kidnap us. In their eyes, we should all sacrifice our lives for the patients, and our demands for our own rights are all inappropriate and unworthy of these words. Who would consider us?",Emotional Reasoning
6645,I joined a club but didn't make any friends or acquaintances.,Why did I join this club? It was just asking for trouble.,Overgeneralization
6646,"People around I told others the secret that I liked a boy in the next class, and it even reached Ir ears.","What kind of friend is this? She treats me as an enemy, right? I treat her as a friend, and she treats me as a joke, haha.",Mind Reading
6647,"While walking on the road, a stray dog rushes up and bites I.","People passing by helped me up but I think they must have thought I was pretty and wanted to take advantage of me, no one would help someone out of their heart.",Mind Reading
6648,"I woke up in the morning and wanted to sleep a little longer, but when I woke up I found that I was late.",It's all my fault. I had to sleep in. I'm too undisciplined.,Personalization
6649,"Unfortunately, I have been diagnosed with a mental illness.","I recalled how my high school classmates cursed at me and ostracized me, thinking I was mentally ill. Now that I have been diagnosed, I feel like my world is dark and I can no longer survive in this world.",Emotional Reasoning
6650,"I recently broke a bone, and every time I have to ask Ir friends to accompany I downstairs and take I to class.","I always have to trouble others. If I had known earlier, I wouldn't have gone out and I wouldn't have broken my bones.",Personalization
6651,I find that Ir roommate seems to be competing with I secretly.,It's so exciting. How come there are still people who are interested in college?,No Distortion
6652,"When someone says I look unhappy, it's as if they owe I money.",Of course I looked unhappy because I was angry at myself. Never mind. I was too lazy to explain to them.,No Distortion
6653,"I see others hanging out together on the weekends, but no one invites I to hang out.","No one invites me out to play, it must be because I’m not popular.",Personalization
6654,"Recently, I feel dizzy when I stand up, and feel light-headed.","Minor discomfort only requires some adjustments to lifestyle habits, and I will take good care of myself.",No Distortion
6655,"My parents are almost 60 years old. They have been working in the fields for many years and are sick. Recently, they often say they are very tired.",I'm a social wimp.,Labeling
6656,"When someone says I look unhappy, it's as if they owe I money.","Alas, I don't even want to explain. I am such a cold-hearted machine.",Labeling
6657,"People around I told others the secret that I liked a boy in the next class, and it even reached Ir ears.",Do they have something against me? They told others such embarrassing things.,Mind Reading
6658,"It’s Chinese New Year, and at the New Year’s Eve dinner, people of Ir generation are performing their talents, but I can only eat in silence.","New year, another miserable fucking year: I should fucking kill myself It's always the same miserable fucking year.",Overgeneralization
6659,"I only have 200 yuan for living expenses per week. Ir classmates are eating all kinds of snacks, but I don’t.",It's because I don't please my parents that they don't give me money. It's all my fault.,Personalization
6660,"My parents are almost 60 years old. They have been working in the fields for many years and are sick. Recently, they often say they are very tired.",I have to work hard to give them a good life.,No Distortion
6661,Suddenly I'm walking outside and realize Ir clothes are on inside out.,I always make stupid mistakes. I'm like a child. I'm already a college student but I'm not as cautious as a primary school student. I'm really useless.,Labeling
6662,"I've always thought I were the best employee in the company, but I hear Ir boss doesn't think so.","I have tried so hard, but he is still not satisfied. What should I do? There is no way to solve this problem.",Emotional Reasoning
6663,"I have been very busy at work recently and Ir boss has put a lot of pressure on I, but Ir colleagues around I don't seem to be abnormal.","I can't let my mood affect everyone else, so I should find another good friend to talk to.",No Distortion
6664,"I made an appointment with a classmate to play basketball, but he didn't show up when the time came.",Even he doesn't want to play with me. That's just how I am. I will never be liked by others and no one wants to play with me.,Overgeneralization
6665,"I had a big fight with Ir parents, and they were very sad afterwards, and I felt very guilty.",I just want to go home and tell my parents I'm sorry and I'm not asking for anything but I still feel like I failed them. I just want everyone to leave me alone,Personalization
6666,"I have a friend I've been with for two years, and now he hasn't been in touch with I in the last few weeks.",Maybe something happened to him recently? I need to pay more attention to him during this period.,No Distortion
6667,I discover that I are not Ir parents' biological child.,I knew it was impossible for me to be the child of such vulgar people. They are so materialistic and disgusting like rats.,Labeling
6668,"I recently broke a bone, and every time I have to ask Ir friends to accompany I downstairs and take I to class.",People would laugh at me and think I couldn't walk independently.,Mind Reading
